CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
250,Customer_250,46.0,10378.0,30089,7,674,0,"[{""amount"": 116, ""date"": ""2023-10-26""}, {""amount"": 797, ""date"": ""2023-05-06""}, {""amount"": 776, ""date"": ""2023-10-10""}, {""amount"": 388, ""date"": ""2023-01-21""}, {""amount"": 782, ""date"": ""2023-07-09""}, {""amount"": 237, ""date"": ""2023-10-02""}, {""amount"": 949, ""date"": ""2023-04-29""}, {""amount"": 989, ""date"": ""2023-01-20""}, {""amount"": 556, ""date"": ""2023-07-10""}, {""amount"": 381, ""date"": ""2023-05-20""}, {""amount"": 903, ""date"": ""2023-12-23""}, {""amount"": 481, ""date"": ""2023-06-29""}]"
251,Customer_251,65.0,5966.0,19703,27,814,0,"[{""amount"": 384, ""date"": ""2023-08-15""}, {""amount"": 706, ""date"": ""2023-04-03""}, {""amount"": 508, ""date"": ""2023-11-22""}, {""amount"": 187, ""date"": ""2023-12-13""}, {""amount"": 376, ""date"": ""2023-03-08""}, {""amount"": 116, ""date"": ""2023-09-01""}, {""amount"": 447, ""date"": ""2023-02-23""}, {""amount"": 513, ""date"": ""2023-07-19""}, {""amount"": 839, ""date"": ""2023-06-15""}, {""amount"": 138, ""date"": ""2023-05-19""}, {""amount"": 646, ""date"": ""2023-12-07""}, {""amount"": 882, ""date"": ""2023-01-31""}, {""amount"": 154, ""date"": ""2023-03-31""}, {""amount"": 266, ""date"": ""2023-08-13""}, {""amount"": 543, ""date"": ""2023-12-20""}]"
252,Customer_252,58.0,7596.0,14407,40,495,0,"[{""amount"": 375, ""date"": ""2023-12-06""}, {""amount"": 513, ""date"": ""2023-08-18""}, {""amount"": 994, ""date"": ""2023-09-12""}, {""amount"": 665, ""date"": ""2023-07-20""}, {""amount"": 744, ""date"": ""2023-06-15""}, {""amount"": 535, ""date"": ""2023-12-25""}, {""amount"": 701, ""date"": ""2023-09-04""}, {""amount"": 137, ""date"": ""2023-11-13""}, {""amount"": 842, ""date"": ""2023-04-27""}, {""amount"": 379, ""date"": ""2023-05-02""}, {""amount"": 469, ""date"": ""2023-11-30""}, {""amount"": 470, ""date"": ""2023-06-10""}, {""amount"": 632, ""date"": ""2023-10-12""}]"
253,Customer_253,20.0,14535.0,32841,7,845,0,"[{""amount"": 521, ""date"": ""2023-09-01""}, {""amount"": 676, ""date"": ""2023-12-04""}, {""amount"": 610, ""date"": ""2023-03-22""}, {""amount"": 825, ""date"": ""2023-11-26""}, {""amount"": 216, ""date"": ""2023-04-18""}, {""amount"": 422, ""date"": ""2023-05-10""}]"
255,Customer_255,37.0,15600.0,38582,51,428,0,"[{""amount"": 390, ""date"": ""2023-10-29""}, {""amount"": 263, ""date"": ""2023-07-06""}, {""amount"": 800, ""date"": ""2023-07-02""}, {""amount"": 635, ""date"": ""2023-12-22""}, {""amount"": 732, ""date"": ""2023-04-03""}, {""amount"": 648, ""date"": ""2023-04-01""}, {""amount"": 760, ""date"": ""2023-08-04""}, {""amount"": 353, ""date"": ""2023-11-19""}, {""amount"": 814, ""date"": ""2023-05-06""}, {""amount"": 341, ""date"": ""2023-10-19""}, {""amount"": 663, ""date"": ""2023-10-02""}, {""amount"": 374, ""date"": ""2023-10-10""}]"
258,Customer_258,69.0,15312.0,24620,48,568,1,"[{""amount"": 246, ""date"": ""2023-11-02""}, {""amount"": 912, ""date"": ""2023-07-23""}, {""amount"": 545, ""date"": ""2023-02-13""}, {""amount"": 390, ""date"": ""2023-01-28""}, {""amount"": 999, ""date"": ""2023-11-25""}, {""amount"": 364, ""date"": ""2023-12-02""}, {""amount"": 177, ""date"": ""2023-02-24""}, {""amount"": 401, ""date"": ""2023-02-22""}, {""amount"": 737, ""date"": ""2023-08-21""}, {""amount"": 798, ""date"": ""2023-07-31""}, {""amount"": 496, ""date"": ""2023-05-01""}, {""amount"": 502, ""date"": ""2023-09-12""}, {""amount"": 404, ""date"": ""2023-12-14""}, {""amount"": 575, ""date"": ""2023-01-22""}, {""amount"": 244, ""date"": ""2023-06-16""}, {""amount"": 296, ""date"": ""2023-12-18""}, {""amount"": 891, ""date"": ""2023-06-23""}, {""amount"": 327, ""date"": ""2023-01-18""}, {""amount"": 208, ""date"": ""2023-10-17""}]"
259,Customer_259,64.0,16940.0,16930,36,571,0,"[{""amount"": 124, ""date"": ""2023-12-01""}, {""amount"": 565, ""date"": ""2023-08-17""}, {""amount"": 769, ""date"": ""2023-04-17""}, {""amount"": 585, ""date"": ""2023-11-05""}, {""amount"": 385, ""date"": ""2023-04-29""}, {""amount"": 899, ""date"": ""2023-03-09""}, {""amount"": 730, ""date"": ""2023-05-21""}, {""amount"": 327, ""date"": ""2023-05-29""}, {""amount"": 650, ""date"": ""2023-11-02""}, {""amount"": 474, ""date"": ""2023-10-28""}]"
260,Customer_260,38.0,15477.0,23068,15,326,0,"[{""amount"": 748, ""date"": ""2023-07-30""}, {""amount"": 238, ""date"": ""2023-03-23""}, {""amount"": 845, ""date"": ""2023-12-11""}, {""amount"": 157, ""date"": ""2023-02-24""}, {""amount"": 240, ""date"": ""2023-07-25""}, {""amount"": 102, ""date"": ""2023-04-02""}, {""amount"": 128, ""date"": ""2023-10-04""}, {""amount"": 292, ""date"": ""2023-02-10""}, {""amount"": 844, ""date"": ""2023-08-23""}, {""amount"": 121, ""date"": ""2023-01-24""}, {""amount"": 181, ""date"": ""2023-06-07""}, {""amount"": 838, ""date"": ""2023-06-05""}, {""amount"": 778, ""date"": ""2023-09-04""}, {""amount"": 987, ""date"": ""2023-01-10""}, {""amount"": 926, ""date"": ""2023-09-11""}, {""amount"": 598, ""date"": ""2023-10-18""}, {""amount"": 862, ""date"": ""2023-02-25""}]"
261,Customer_261,47.0,6199.0,17628,60,638,0,"[{""amount"": 787, ""date"": ""2023-08-06""}, {""amount"": 761, ""date"": ""2023-02-01""}, {""amount"": 623, ""date"": ""2023-05-22""}, {""amount"": 792, ""date"": ""2023-01-16""}, {""amount"": 120, ""date"": ""2023-12-27""}, {""amount"": 244, ""date"": ""2023-02-08""}, {""amount"": 146, ""date"": ""2023-03-25""}, {""amount"": 476, ""date"": ""2023-03-11""}, {""amount"": 886, ""date"": ""2023-04-01""}, {""amount"": 331, ""date"": ""2023-04-07""}]"
262,Customer_262,21.0,10686.0,12399,33,546,1,"[{""amount"": 780, ""date"": ""2023-02-27""}, {""amount"": 686, ""date"": ""2023-08-12""}, {""amount"": 938, ""date"": ""2023-10-22""}, {""amount"": 765, ""date"": ""2023-05-04""}, {""amount"": 173, ""date"": ""2023-11-13""}, {""amount"": 200, ""date"": ""2023-03-13""}, {""amount"": 759, ""date"": ""2023-09-19""}, {""amount"": 874, ""date"": ""2023-06-05""}, {""amount"": 509, ""date"": ""2023-08-29""}, {""amount"": 439, ""date"": ""2023-06-17""}, {""amount"": 606, ""date"": ""2023-09-06""}, {""amount"": 586, ""date"": ""2023-11-29""}, {""amount"": 508, ""date"": ""2023-08-12""}, {""amount"": 341, ""date"": ""2023-04-02""}, {""amount"": 222, ""date"": ""2023-03-04""}, {""amount"": 661, ""date"": ""2023-11-04""}]"
263,Customer_263,53.0,9116.0,10666,13,687,0,"[{""amount"": 881, ""date"": ""2023-03-06""}, {""amount"": 944, ""date"": ""2023-05-28""}, {""amount"": 795, ""date"": ""2023-03-17""}, {""amount"": 416, ""date"": ""2023-07-21""}, {""amount"": 191, ""date"": ""2023-02-25""}, {""amount"": 967, ""date"": ""2023-11-11""}, {""amount"": 272, ""date"": ""2023-05-04""}, {""amount"": 115, ""date"": ""2023-03-29""}, {""amount"": 963, ""date"": ""2023-06-21""}, {""amount"": 566, ""date"": ""2023-02-24""}, {""amount"": 368, ""date"": ""2023-08-29""}, {""amount"": 867, ""date"": ""2023-01-04""}, {""amount"": 972, ""date"": ""2023-03-23""}, {""amount"": 879, ""date"": ""2023-12-25""}, {""amount"": 611, ""date"": ""2023-12-21""}, {""amount"": 416, ""date"": ""2023-10-16""}, {""amount"": 485, ""date"": ""2023-03-05""}, {""amount"": 911, ""date"": ""2023-01-24""}]"
264,Customer_264,57.0,18057.0,16118,18,371,0,"[{""amount"": 930, ""date"": ""2023-09-06""}, {""amount"": 667, ""date"": ""2023-11-03""}, {""amount"": 518, ""date"": ""2023-02-05""}, {""amount"": 932, ""date"": ""2023-10-11""}, {""amount"": 320, ""date"": ""2023-05-23""}, {""amount"": 194, ""date"": ""2023-05-18""}]"
265,Customer_265,27.0,11079.0,32709,35,357,0,"[{""amount"": 187, ""date"": ""2023-12-14""}, {""amount"": 386, ""date"": ""2023-05-08""}, {""amount"": 707, ""date"": ""2023-11-30""}, {""amount"": 758, ""date"": ""2023-05-25""}, {""amount"": 168, ""date"": ""2023-05-20""}, {""amount"": 357, ""date"": ""2023-03-01""}, {""amount"": 566, ""date"": ""2023-11-24""}, {""amount"": 473, ""date"": ""2023-07-24""}, {""amount"": 909, ""date"": ""2023-10-25""}, {""amount"": 788, ""date"": ""2023-07-30""}, {""amount"": 680, ""date"": ""2023-11-20""}, {""amount"": 973, ""date"": ""2023-01-23""}, {""amount"": 609, ""date"": ""2023-01-11""}, {""amount"": 784, ""date"": ""2023-04-15""}, {""amount"": 234, ""date"": ""2023-04-28""}, {""amount"": 201, ""date"": ""2023-06-15""}]"
266,Customer_266,27.0,14261.0,24172,42,668,0,"[{""amount"": 202, ""date"": ""2023-03-07""}, {""amount"": 361, ""date"": ""2023-11-23""}, {""amount"": 690, ""date"": ""2023-06-04""}, {""amount"": 556, ""date"": ""2023-03-19""}, {""amount"": 892, ""date"": ""2023-12-18""}, {""amount"": 404, ""date"": ""2023-12-08""}]"
268,Customer_268,41.0,15444.0,49360,34,810,0,"[{""amount"": 183, ""date"": ""2023-06-18""}, {""amount"": 781, ""date"": ""2023-09-09""}, {""amount"": 566, ""date"": ""2023-11-09""}, {""amount"": 506, ""date"": ""2023-02-13""}, {""amount"": 544, ""date"": ""2023-09-28""}, {""amount"": 265, ""date"": ""2023-07-28""}, {""amount"": 196, ""date"": ""2023-08-20""}, {""amount"": 780, ""date"": ""2023-10-16""}, {""amount"": 543, ""date"": ""2023-12-18""}, {""amount"": 195, ""date"": ""2023-08-10""}, {""amount"": 384, ""date"": ""2023-06-25""}, {""amount"": 813, ""date"": ""2023-07-10""}, {""amount"": 343, ""date"": ""2023-01-26""}, {""amount"": 187, ""date"": ""2023-06-11""}, {""amount"": 596, ""date"": ""2023-06-12""}, {""amount"": 265, ""date"": ""2023-09-05""}]"
270,Customer_270,64.0,12706.0,31599,27,822,0,"[{""amount"": 173, ""date"": ""2023-05-07""}, {""amount"": 892, ""date"": ""2023-12-02""}, {""amount"": 630, ""date"": ""2023-09-28""}, {""amount"": 175, ""date"": ""2023-06-20""}, {""amount"": 851, ""date"": ""2023-03-19""}, {""amount"": 590, ""date"": ""2023-01-19""}, {""amount"": 386, ""date"": ""2023-11-27""}, {""amount"": 733, ""date"": ""2023-08-15""}, {""amount"": 785, ""date"": ""2023-08-16""}, {""amount"": 911, ""date"": ""2023-03-27""}, {""amount"": 696, ""date"": ""2023-01-23""}, {""amount"": 563, ""date"": ""2023-07-04""}, {""amount"": 965, ""date"": ""2023-12-14""}, {""amount"": 708, ""date"": ""2023-09-19""}]"
271,Customer_271,44.0,18549.0,35139,29,556,0,"[{""amount"": 481, ""date"": ""2023-05-18""}, {""amount"": 713, ""date"": ""2023-02-08""}, {""amount"": 885, ""date"": ""2023-09-20""}, {""amount"": 552, ""date"": ""2023-07-22""}, {""amount"": 194, ""date"": ""2023-01-03""}, {""amount"": 978, ""date"": ""2023-02-26""}, {""amount"": 910, ""date"": ""2023-02-01""}, {""amount"": 385, ""date"": ""2023-02-22""}, {""amount"": 150, ""date"": ""2023-12-15""}]"
272,Customer_272,68.0,10926.0,14515,43,370,0,"[{""amount"": 918, ""date"": ""2023-12-08""}, {""amount"": 160, ""date"": ""2023-06-13""}, {""amount"": 436, ""date"": ""2023-08-22""}, {""amount"": 373, ""date"": ""2023-10-11""}, {""amount"": 823, ""date"": ""2023-03-19""}, {""amount"": 773, ""date"": ""2023-08-06""}, {""amount"": 753, ""date"": ""2023-01-06""}, {""amount"": 781, ""date"": ""2023-02-23""}, {""amount"": 700, ""date"": ""2023-04-19""}]"
273,Customer_273,62.0,18757.0,13106,26,325,0,"[{""amount"": 813, ""date"": ""2023-11-16""}, {""amount"": 871, ""date"": ""2023-03-03""}, {""amount"": 292, ""date"": ""2023-02-14""}, {""amount"": 948, ""date"": ""2023-04-09""}, {""amount"": 770, ""date"": ""2023-12-07""}, {""amount"": 714, ""date"": ""2023-06-27""}, {""amount"": 318, ""date"": ""2023-04-05""}]"
274,Customer_274,21.0,15952.0,38421,19,391,0,"[{""amount"": 306, ""date"": ""2023-02-05""}, {""amount"": 676, ""date"": ""2023-07-12""}, {""amount"": 850, ""date"": ""2023-03-02""}, {""amount"": 940, ""date"": ""2023-07-26""}, {""amount"": 876, ""date"": ""2023-08-30""}, {""amount"": 973, ""date"": ""2023-09-29""}, {""amount"": 249, ""date"": ""2023-09-16""}, {""amount"": 948, ""date"": ""2023-07-28""}, {""amount"": 254, ""date"": ""2023-03-13""}, {""amount"": 852, ""date"": ""2023-08-16""}, {""amount"": 232, ""date"": ""2023-07-18""}]"
275,Customer_275,49.0,11392.0,5504,51,603,0,"[{""amount"": 863, ""date"": ""2023-07-24""}, {""amount"": 453, ""date"": ""2023-07-24""}, {""amount"": 162, ""date"": ""2023-06-22""}, {""amount"": 327, ""date"": ""2023-08-03""}, {""amount"": 155, ""date"": ""2023-01-24""}, {""amount"": 687, ""date"": ""2023-04-08""}, {""amount"": 864, ""date"": ""2023-09-28""}, {""amount"": 381, ""date"": ""2023-08-23""}, {""amount"": 114, ""date"": ""2023-04-19""}, {""amount"": 732, ""date"": ""2023-06-09""}, {""amount"": 704, ""date"": ""2023-08-27""}, {""amount"": 562, ""date"": ""2023-04-25""}, {""amount"": 236, ""date"": ""2023-10-06""}, {""amount"": 224, ""date"": ""2023-04-21""}, {""amount"": 999, ""date"": ""2023-01-04""}]"
276,Customer_276,27.0,17996.0,5367,46,625,0,"[{""amount"": 220, ""date"": ""2023-08-02""}, {""amount"": 867, ""date"": ""2023-06-17""}, {""amount"": 460, ""date"": ""2023-05-10""}, {""amount"": 398, ""date"": ""2023-09-30""}, {""amount"": 338, ""date"": ""2023-08-01""}, {""amount"": 701, ""date"": ""2023-09-14""}, {""amount"": 873, ""date"": ""2023-07-21""}, {""amount"": 545, ""date"": ""2023-04-28""}, {""amount"": 184, ""date"": ""2023-03-29""}, {""amount"": 849, ""date"": ""2023-02-19""}, {""amount"": 238, ""date"": ""2023-06-05""}, {""amount"": 926, ""date"": ""2023-02-12""}, {""amount"": 656, ""date"": ""2023-09-11""}, {""amount"": 353, ""date"": ""2023-02-08""}, {""amount"": 752, ""date"": ""2023-05-19""}, {""amount"": 197, ""date"": ""2023-10-16""}, {""amount"": 499, ""date"": ""2023-11-01""}, {""amount"": 147, ""date"": ""2023-06-08""}]"
277,Customer_277,28.0,16244.0,46977,56,793,0,"[{""amount"": 791, ""date"": ""2023-11-02""}, {""amount"": 560, ""date"": ""2023-06-30""}, {""amount"": 219, ""date"": ""2023-01-13""}, {""amount"": 640, ""date"": ""2023-08-26""}, {""amount"": 182, ""date"": ""2023-06-29""}, {""amount"": 320, ""date"": ""2023-06-21""}, {""amount"": 911, ""date"": ""2023-02-12""}, {""amount"": 223, ""date"": ""2023-11-07""}, {""amount"": 636, ""date"": ""2023-09-18""}, {""amount"": 962, ""date"": ""2023-03-02""}, {""amount"": 882, ""date"": ""2023-07-02""}]"
278,Customer_278,45.0,15411.0,30353,47,323,0,"[{""amount"": 755, ""date"": ""2023-04-14""}, {""amount"": 788, ""date"": ""2023-05-21""}, {""amount"": 579, ""date"": ""2023-03-12""}, {""amount"": 491, ""date"": ""2023-11-29""}, {""amount"": 664, ""date"": ""2023-10-01""}, {""amount"": 521, ""date"": ""2023-08-06""}, {""amount"": 172, ""date"": ""2023-01-22""}]"
279,Customer_279,63.0,18419.0,5997,60,738,0,"[{""amount"": 168, ""date"": ""2023-06-03""}, {""amount"": 300, ""date"": ""2023-01-12""}, {""amount"": 699, ""date"": ""2023-04-02""}, {""amount"": 120, ""date"": ""2023-10-17""}, {""amount"": 637, ""date"": ""2023-12-01""}, {""amount"": 237, ""date"": ""2023-07-16""}]"
280,Customer_280,25.0,18307.0,35242,7,580,0,"[{""amount"": 197, ""date"": ""2023-09-02""}, {""amount"": 356, ""date"": ""2023-10-24""}, {""amount"": 817, ""date"": ""2023-07-26""}, {""amount"": 815, ""date"": ""2023-01-06""}, {""amount"": 124, ""date"": ""2023-09-09""}, {""amount"": 881, ""date"": ""2023-08-23""}, {""amount"": 806, ""date"": ""2023-07-13""}, {""amount"": 337, ""date"": ""2023-08-27""}, {""amount"": 139, ""date"": ""2023-03-07""}, {""amount"": 950, ""date"": ""2023-06-19""}, {""amount"": 179, ""date"": ""2023-05-16""}]"
281,Customer_281,57.0,18444.0,43726,14,761,0,"[{""amount"": 979, ""date"": ""2023-05-02""}, {""amount"": 264, ""date"": ""2023-10-29""}, {""amount"": 132, ""date"": ""2023-03-20""}, {""amount"": 913, ""date"": ""2023-10-30""}, {""amount"": 265, ""date"": ""2023-05-20""}, {""amount"": 440, ""date"": ""2023-08-17""}, {""amount"": 859, ""date"": ""2023-10-26""}, {""amount"": 908, ""date"": ""2023-01-12""}]"
282,Customer_282,39.0,15304.0,18737,45,825,0,"[{""amount"": 908, ""date"": ""2023-06-23""}, {""amount"": 919, ""date"": ""2023-01-21""}, {""amount"": 432, ""date"": ""2023-05-26""}, {""amount"": 107, ""date"": ""2023-03-11""}, {""amount"": 940, ""date"": ""2023-06-25""}, {""amount"": 903, ""date"": ""2023-04-21""}]"
283,Customer_283,51.0,9505.0,32962,50,366,0,"[{""amount"": 648, ""date"": ""2023-06-04""}, {""amount"": 470, ""date"": ""2023-12-18""}, {""amount"": 105, ""date"": ""2023-06-13""}, {""amount"": 217, ""date"": ""2023-11-23""}, {""amount"": 822, ""date"": ""2023-06-02""}, {""amount"": 632, ""date"": ""2023-10-04""}, {""amount"": 912, ""date"": ""2023-10-04""}, {""amount"": 705, ""date"": ""2023-04-28""}, {""amount"": 796, ""date"": ""2023-03-06""}, {""amount"": 787, ""date"": ""2023-03-16""}, {""amount"": 482, ""date"": ""2023-04-28""}, {""amount"": 346, ""date"": ""2023-10-11""}, {""amount"": 826, ""date"": ""2023-10-25""}, {""amount"": 278, ""date"": ""2023-09-21""}, {""amount"": 300, ""date"": ""2023-08-26""}, {""amount"": 132, ""date"": ""2023-02-03""}]"
284,Customer_284,62.0,14443.0,26077,15,804,0,"[{""amount"": 314, ""date"": ""2023-01-26""}, {""amount"": 700, ""date"": ""2023-05-07""}, {""amount"": 695, ""date"": ""2023-01-25""}, {""amount"": 227, ""date"": ""2023-12-30""}, {""amount"": 131, ""date"": ""2023-11-17""}, {""amount"": 290, ""date"": ""2023-04-16""}, {""amount"": 423, ""date"": ""2023-04-29""}, {""amount"": 788, ""date"": ""2023-04-19""}, {""amount"": 365, ""date"": ""2023-05-08""}, {""amount"": 153, ""date"": ""2023-12-07""}, {""amount"": 785, ""date"": ""2023-10-08""}, {""amount"": 394, ""date"": ""2023-09-05""}, {""amount"": 647, ""date"": ""2023-03-11""}, {""amount"": 327, ""date"": ""2023-12-23""}]"
285,Customer_285,52.0,17491.0,10123,55,358,1,"[{""amount"": 381, ""date"": ""2023-12-23""}, {""amount"": 476, ""date"": ""2023-01-16""}, {""amount"": 357, ""date"": ""2023-09-12""}, {""amount"": 282, ""date"": ""2023-10-17""}, {""amount"": 811, ""date"": ""2023-02-16""}, {""amount"": 577, ""date"": ""2023-04-01""}, {""amount"": 284, ""date"": ""2023-04-01""}, {""amount"": 495, ""date"": ""2023-06-15""}, {""amount"": 551, ""date"": ""2023-06-03""}, {""amount"": 324, ""date"": ""2023-05-13""}]"
286,Customer_286,52.0,19441.0,19411,23,741,0,"[{""amount"": 636, ""date"": ""2023-01-07""}, {""amount"": 232, ""date"": ""2023-04-18""}, {""amount"": 444, ""date"": ""2023-04-26""}, {""amount"": 952, ""date"": ""2023-06-27""}, {""amount"": 927, ""date"": ""2023-12-07""}]"
287,Customer_287,42.0,5958.0,25202,55,826,0,"[{""amount"": 679, ""date"": ""2023-05-23""}, {""amount"": 206, ""date"": ""2023-03-22""}, {""amount"": 103, ""date"": ""2023-09-04""}, {""amount"": 681, ""date"": ""2023-01-05""}, {""amount"": 727, ""date"": ""2023-01-29""}, {""amount"": 101, ""date"": ""2023-08-19""}]"
290,Customer_290,58.0,10248.0,26203,46,373,0,"[{""amount"": 840, ""date"": ""2023-07-07""}, {""amount"": 450, ""date"": ""2023-05-09""}, {""amount"": 756, ""date"": ""2023-03-12""}, {""amount"": 636, ""date"": ""2023-12-17""}, {""amount"": 540, ""date"": ""2023-12-14""}, {""amount"": 711, ""date"": ""2023-10-15""}, {""amount"": 311, ""date"": ""2023-04-09""}, {""amount"": 683, ""date"": ""2023-12-10""}, {""amount"": 230, ""date"": ""2023-10-21""}, {""amount"": 200, ""date"": ""2023-11-17""}, {""amount"": 437, ""date"": ""2023-03-14""}, {""amount"": 730, ""date"": ""2023-07-28""}, {""amount"": 516, ""date"": ""2023-06-12""}, {""amount"": 878, ""date"": ""2023-11-17""}, {""amount"": 695, ""date"": ""2023-10-28""}, {""amount"": 542, ""date"": ""2023-06-08""}, {""amount"": 582, ""date"": ""2023-03-13""}, {""amount"": 615, ""date"": ""2023-07-20""}, {""amount"": 103, ""date"": ""2023-12-08""}]"
292,Customer_292,18.0,9498.0,36083,16,816,0,"[{""amount"": 959, ""date"": ""2023-05-28""}, {""amount"": 904, ""date"": ""2023-12-30""}, {""amount"": 467, ""date"": ""2023-08-01""}, {""amount"": 472, ""date"": ""2023-10-16""}, {""amount"": 391, ""date"": ""2023-08-24""}, {""amount"": 985, ""date"": ""2023-01-29""}, {""amount"": 541, ""date"": ""2023-06-27""}, {""amount"": 910, ""date"": ""2023-06-30""}, {""amount"": 691, ""date"": ""2023-01-28""}, {""amount"": 902, ""date"": ""2023-03-16""}, {""amount"": 691, ""date"": ""2023-09-30""}, {""amount"": 967, ""date"": ""2023-02-01""}, {""amount"": 914, ""date"": ""2023-06-21""}, {""amount"": 169, ""date"": ""2023-11-19""}, {""amount"": 358, ""date"": ""2023-05-02""}]"
293,Customer_293,29.0,2957.0,11911,32,316,0,"[{""amount"": 357, ""date"": ""2023-04-14""}, {""amount"": 537, ""date"": ""2023-09-18""}, {""amount"": 646, ""date"": ""2023-10-05""}, {""amount"": 590, ""date"": ""2023-06-29""}, {""amount"": 816, ""date"": ""2023-08-14""}, {""amount"": 877, ""date"": ""2023-08-18""}, {""amount"": 887, ""date"": ""2023-04-24""}, {""amount"": 195, ""date"": ""2023-03-10""}, {""amount"": 105, ""date"": ""2023-04-02""}, {""amount"": 202, ""date"": ""2023-12-01""}]"
294,Customer_294,52.0,11786.0,25560,19,444,0,"[{""amount"": 940, ""date"": ""2023-07-29""}, {""amount"": 308, ""date"": ""2023-08-26""}, {""amount"": 141, ""date"": ""2023-06-26""}, {""amount"": 767, ""date"": ""2023-03-08""}, {""amount"": 456, ""date"": ""2023-04-02""}, {""amount"": 787, ""date"": ""2023-05-04""}, {""amount"": 681, ""date"": ""2023-08-27""}, {""amount"": 864, ""date"": ""2023-05-04""}, {""amount"": 278, ""date"": ""2023-08-16""}, {""amount"": 782, ""date"": ""2023-05-09""}, {""amount"": 432, ""date"": ""2023-09-21""}, {""amount"": 702, ""date"": ""2023-05-25""}, {""amount"": 796, ""date"": ""2023-04-07""}, {""amount"": 926, ""date"": ""2023-01-16""}]"
295,Customer_295,23.0,7912.0,39356,37,549,0,"[{""amount"": 527, ""date"": ""2023-12-11""}, {""amount"": 586, ""date"": ""2023-09-26""}, {""amount"": 461, ""date"": ""2023-08-14""}, {""amount"": 748, ""date"": ""2023-06-06""}, {""amount"": 239, ""date"": ""2023-06-10""}, {""amount"": 689, ""date"": ""2023-12-05""}, {""amount"": 689, ""date"": ""2023-01-07""}, {""amount"": 822, ""date"": ""2023-07-24""}, {""amount"": 947, ""date"": ""2023-05-30""}, {""amount"": 632, ""date"": ""2023-08-07""}, {""amount"": 245, ""date"": ""2023-03-11""}, {""amount"": 132, ""date"": ""2023-02-16""}, {""amount"": 126, ""date"": ""2023-05-21""}, {""amount"": 496, ""date"": ""2023-09-17""}]"
296,Customer_296,34.0,13536.0,42777,27,751,1,"[{""amount"": 562, ""date"": ""2023-02-02""}, {""amount"": 624, ""date"": ""2023-02-03""}, {""amount"": 384, ""date"": ""2023-05-22""}, {""amount"": 736, ""date"": ""2023-03-18""}, {""amount"": 387, ""date"": ""2023-04-19""}, {""amount"": 803, ""date"": ""2023-03-29""}, {""amount"": 192, ""date"": ""2023-08-06""}, {""amount"": 398, ""date"": ""2023-01-03""}, {""amount"": 318, ""date"": ""2023-12-26""}, {""amount"": 860, ""date"": ""2023-06-18""}, {""amount"": 805, ""date"": ""2023-11-14""}, {""amount"": 713, ""date"": ""2023-07-03""}, {""amount"": 698, ""date"": ""2023-07-27""}, {""amount"": 299, ""date"": ""2023-08-19""}, {""amount"": 799, ""date"": ""2023-06-14""}, {""amount"": 922, ""date"": ""2023-03-29""}, {""amount"": 484, ""date"": ""2023-01-24""}, {""amount"": 807, ""date"": ""2023-05-29""}, {""amount"": 860, ""date"": ""2023-04-25""}]"
297,Customer_297,26.0,8592.0,37336,39,482,0,"[{""amount"": 214, ""date"": ""2023-12-25""}, {""amount"": 962, ""date"": ""2023-01-28""}, {""amount"": 527, ""date"": ""2023-05-04""}, {""amount"": 165, ""date"": ""2023-01-28""}, {""amount"": 323, ""date"": ""2023-11-23""}, {""amount"": 601, ""date"": ""2023-02-22""}, {""amount"": 489, ""date"": ""2023-03-24""}, {""amount"": 684, ""date"": ""2023-12-25""}, {""amount"": 504, ""date"": ""2023-03-31""}, {""amount"": 198, ""date"": ""2023-01-01""}, {""amount"": 566, ""date"": ""2023-02-02""}]"
298,Customer_298,19.0,16971.0,10308,51,558,0,"[{""amount"": 807, ""date"": ""2023-09-11""}, {""amount"": 311, ""date"": ""2023-04-29""}, {""amount"": 403, ""date"": ""2023-05-06""}, {""amount"": 888, ""date"": ""2023-06-22""}, {""amount"": 340, ""date"": ""2023-08-20""}, {""amount"": 626, ""date"": ""2023-04-11""}, {""amount"": 521, ""date"": ""2023-05-16""}, {""amount"": 701, ""date"": ""2023-07-14""}, {""amount"": 348, ""date"": ""2023-09-02""}]"
299,Customer_299,35.0,2769.0,5969,7,844,1,"[{""amount"": 385, ""date"": ""2023-11-28""}, {""amount"": 676, ""date"": ""2023-10-23""}, {""amount"": 575, ""date"": ""2023-12-02""}, {""amount"": 626, ""date"": ""2023-09-03""}, {""amount"": 450, ""date"": ""2023-01-10""}, {""amount"": 356, ""date"": ""2023-06-20""}, {""amount"": 219, ""date"": ""2023-07-09""}, {""amount"": 643, ""date"": ""2023-01-01""}, {""amount"": 332, ""date"": ""2023-11-01""}, {""amount"": 251, ""date"": ""2023-08-23""}, {""amount"": 137, ""date"": ""2023-12-11""}, {""amount"": 256, ""date"": ""2023-07-28""}, {""amount"": 790, ""date"": ""2023-11-27""}]"
